Country,Year,Income share of the richest 1% (before tax) (World Inequality Database)
Cayman Islands,1986,23.07
Cayman Islands,1987,22.95
Cayman Islands,1988,22.83
Cayman Islands,1989,22.71
Cayman Islands,1990,22.58
Cayman Islands,1991,22.57
Cayman Islands,1992,22.55
Cayman Islands,1993,22.54
Cayman Islands,1994,22.53
Cayman Islands,1995,22.52
Cayman Islands,1996,22.51
Cayman Islands,1997,22.5
Cayman Islands,1998,22.49
Cayman Islands,1999,22.48
Cayman Islands,2000,22.47
Cayman Islands,2001,22.31
Cayman Islands,2002,22.16
Cayman Islands,2003,22.02
Cayman Islands,2004,21.89
Cayman Islands,2005,21.76
Cayman Islands,2006,21.64
Cayman Islands,2007,21.53
Cayman Islands,2008,21.42
Cayman Islands,2009,21.31
Cayman Islands,2010,21.21
Cayman Islands,2011,21.2
Cayman Islands,2012,21.2
Cayman Islands,2013,21.2
Cayman Islands,2014,21.2
Cayman Islands,2015,21.19
Cayman Islands,2016,21.19
Cayman Islands,2017,21.19
Cayman Islands,2018,21.18
Cayman Islands,2019,21.18
Cayman Islands,2020,21.2
Cayman Islands,2021,21.2
Cayman Islands,2022,21.2
Cayman Islands,2023,21.2
Central African Republic,1992,21.98
Central African Republic,2003,28.09
Central African Republic,2008,30.84
Central African Republic,2022,15.44
Central African Republic,2023,15.44
Central Asia (WID),1980,13.75
Central Asia (WID),1981,14.08
Central Asia (WID),1982,14.1
Central Asia (WID),1983,14.13
Central Asia (WID),1984,14.09
Central Asia (WID),1985,14.2
Central Asia (WID),1986,14.16
Central Asia (WID),1987,14.19
Central Asia (WID),1988,14.07
Central Asia (WID),1989,14.24
Central Asia (WID),1990,14.65
Central Asia (WID),1991,14.61
Central Asia (WID),1992,14.63
Central Asia (WID),1993,14.88
Central Asia (WID),1994,14.66
Central Asia (WID),1995,15.68
Central Asia (WID),1996,16.91
Central Asia (WID),1997,17.05
Central Asia (WID),1998,19.03
Central Asia (WID),1999,18.27
Central Asia (WID),2000,18.57
Central Asia (WID),2001,19.19
Central Asia (WID),2002,20.1
Central Asia (WID),2003,19.5
Central Asia (WID),2004,17.19
Central Asia (WID),2005,21.52
Central Asia (WID),2006,20.52
Central Asia (WID),2007,19.18
Central Asia (WID),2008,19.02
Central Asia (WID),2009,19.48
Central Asia (WID),2010,19.32
Central Asia (WID),2011,18.13
Central Asia (WID),2012,18.69
Central Asia (WID),2013,18.64
Central Asia (WID),2014,18.81
Central Asia (WID),2015,17.32
Central Asia (WID),2016,18.73
Central Asia (WID),2017,19.15
Central Asia (WID),2018,18.88
Central Asia (WID),2019,19.1
Central Asia (WID),2020,19.74
Central Asia (WID),2021,19.16
Central Asia (WID),2022,19
Central Asia (WID),2023,19.07
Chad,2002,14.29
Chad,2003,14.29
Chad,2011,15.59
Chad,2022,12.63
Chad,2023,12.63
Chile,2001,25.32
Chile,2002,24.3
Chile,2003,23.27
Chile,2004,24.95
Chile,2005,26.62
Chile,2006,28.29
Chile,2007,27.85
Chile,2008,27.42
Chile,2009,27
Chile,2010,26.85
Chile,2011,26.73
Chile,2012,26.52
Chile,2013,26.32
Chile,2014,26.43
Chile,2015,26.54
Chile,2016,25.94
Chile,2017,25.34
Chile,2018,24.92
Chile,2019,24.5
Chile,2022,22.04
Chile,2023,22.04
China,1979,6.76
China,1980,6.79
China,1981,6.99
China,1982,7.26
China,1983,7.53
China,1984,7.74
China,1985,8.5
China,1986,8.84
China,1987,8.33
China,1988,8.24
China,1989,8.91
China,1990,8.76
China,1991,8.72
China,1992,9.5
China,1993,9.44
China,1994,9.92
China,1995,9.44
China,1996,9.7
China,1997,9.66
China,1998,10.1
China,1999,10.38
China,2000,10.85
China,2001,10.98
China,2002,13.05
China,2003,13.58
China,2004,14.52
China,2005,14.54
China,2006,15
China,2007,15.73
China,2008,15.39
China,2009,16.21
China,2010,15.44
China,2011,15.16
China,2012,15.25
China,2013,14.23
China,2014,14.53
China,2015,14.97
China,2016,15.41
China,2022,15.98
China,2023,15.77
Colombia,2001,24.6
Colombia,2002,24.6
Colombia,2003,21.63
Colombia,2004,23.6
Colombia,2005,22.47
Colombia,2006,23.01
Colombia,2007,23.55
Colombia,2008,24.09
Colombia,2009,23
Colombia,2010,23.17
Colombia,2011,24.13
Colombia,2012,20.88
Colombia,2013,21.75
Colombia,2014,20.45
Colombia,2015,18.9
Colombia,2016,19.66
Colombia,2017,18.3
Colombia,2018,19.03
Colombia,2019,19.22
Colombia,2022,17.94
Colombia,2023,17.94
Comoros,1995,28.95
Comoros,2004,28.95
Comoros,2014,14.07
Comoros,2022,14.07
Comoros,2023,14.07
Congo,2005,18.42
Congo,2011,20.39
Congo,2022,20.39
Congo,2023,20.4
Costa Rica,2011,18.38
Costa Rica,2012,17.95
Costa Rica,2013,17.79
Costa Rica,2014,14.86
Costa Rica,2015,16.45
Costa Rica,2016,20.02
Costa Rica,2017,18.86
Costa Rica,2018,21.51
Costa Rica,2019,21.52
Costa Rica,2022,18.17
Costa Rica,2023,18.17
Cote d'Ivoire,1985,20.89
Cote d'Ivoire,1986,20.89
Cote d'Ivoire,1987,20.89
Cote d'Ivoire,1988,20.89
Cote d'Ivoire,1992,16.28
Cote d'Ivoire,1993,16.29
Cote d'Ivoire,1995,16.2
Cote d'Ivoire,1998,17.61
Cote d'Ivoire,2002,22.16
Cote d'Ivoire,2008,18.71
Cote d'Ivoire,2015,17.66
Cote d'Ivoire,2022,20.89
Cote d'Ivoire,2023,20.89
Croatia,1984,4.12
Croatia,1985,4.14
Croatia,1986,4.16
Croatia,1987,3.94
Croatia,1988,3.94
Croatia,1989,4.45
Croatia,1998,7.23
Croatia,1999,7.44
Croatia,2000,7.31
Croatia,2001,7.53
Croatia,2002,7.69
Croatia,2003,7.54
Croatia,2004,7.95
Croatia,2005,8.57
Croatia,2006,8.91
Croatia,2007,9.39
Croatia,2008,9.28
Croatia,2009,8.51
Croatia,2010,8.64
Croatia,2011,9.08
Croatia,2012,8.81
Croatia,2013,9.25
Croatia,2014,9.47
Croatia,2015,9.77
Croatia,2016,8.89
Croatia,2017,9.19
Croatia,2018,9.03
Croatia,2022,8.99
Croatia,2023,8.96
Cuba,2022,13.71
Cuba,2023,13.71
Curacao,1980,23.75
Curacao,1981,23.64
Curacao,1982,23.53
Curacao,1983,23.42
Curacao,1984,23.31
Curacao,1985,23.19
Curacao,1986,23.07
Curacao,1987,22.95
Curacao,1988,22.83
Curacao,1989,22.71
Curacao,1990,22.58
Curacao,1991,22.57
Curacao,1992,22.55
Curacao,1993,22.54
Curacao,1994,22.53
Curacao,1995,22.52
Curacao,1996,22.51
Curacao,1997,22.5
Curacao,1998,22.49
Curacao,1999,22.48
Curacao,2000,22.47
Curacao,2001,22.31
Curacao,2002,22.16
Curacao,2003,22.02
Curacao,2004,21.89
Curacao,2005,21.76
Curacao,2006,21.64
Curacao,2007,21.53
Curacao,2008,21.42
Curacao,2009,21.31
Curacao,2010,21.21
Curacao,2011,21.2
Curacao,2012,21.2
Curacao,2013,21.2
Curacao,2014,21.2
Curacao,2015,21.19
Curacao,2016,21.19
Curacao,2017,21.19
Curacao,2018,21.18
Curacao,2019,21.18
Curacao,2020,21.2
Curacao,2021,21.2
Curacao,2022,21.2
Curacao,2023,21.2
Cyprus,1990,11.29
Cyprus,1996,10.95
Cyprus,2004,7.09
Cyprus,2005,7.53
Cyprus,2006,9.08
Cyprus,2007,7.61
Cyprus,2008,10.09
Cyprus,2009,9.62
Cyprus,2010,8.71
Cyprus,2011,11.26
Cyprus,2012,11.56
Cyprus,2013,15.64
Cyprus,2014,11.54
Cyprus,2015,11.15
Cyprus,2016,10.57
Cyprus,2017,9.92
Cyprus,2022,8.42
Cyprus,2023,8.45
Czechia,1980,2.42
Czechia,1985,2.38
Czechia,1988,2.81
Czechia,1992,8.54
Czechia,1996,10.64
Czechia,2003,10.29
Czechia,2004,11.54
Czechia,2005,12.05
Czechia,2006,11.62
Czechia,2007,10.94
Czechia,2008,14.27
Czechia,2009,11.27
Czechia,2010,11.52
Czechia,2011,9.9
Czechia,2012,11.45
Czechia,2013,10.45
Czechia,2014,10.45
Czechia,2015,11.29
Czechia,2016,10.56
Czechia,2017,10.04
Czechia,2018,10.06
Czechia,2022,9.68
Czechia,2023,9.61
Democratic Republic of Congo,2004,14.29
Democratic Republic of Congo,2005,14.32
Democratic Republic of Congo,2008,14.37
Democratic Republic of Congo,2012,14.5
Democratic Republic of Congo,2022,19.23
Democratic Republic of Congo,2023,19.23
Denmark,1980,7.12
Denmark,1981,6.92
Denmark,1982,7.1
Denmark,1983,8.73
Denmark,1984,9.99
Denmark,1985,9.9
Denmark,1986,9.28
Denmark,1987,9.77
Denmark,1988,8.53
Denmark,1989,8.56
Denmark,1990,8.19
Denmark,1991,8.36
Denmark,1992,8.18
Denmark,1993,8.81
Denmark,1994,9.24
Denmark,1995,9.83
Denmark,1996,10.31
Denmark,1997,12.29
Denmark,1998,10.28
Denmark,1999,11.93
Denmark,2000,11.45
Denmark,2001,10.4
Denmark,2002,9.58
Denmark,2003,9.26
Denmark,2004,9.91
Denmark,2005,10.78
Denmark,2006,11.22
Denmark,2007,10.86
Denmark,2008,10.23
Denmark,2009,9.44
Denmark,2010,11.39
Denmark,2011,12.18
Denmark,2012,13.13
Denmark,2013,14.02
Denmark,2014,13.37
Denmark,2015,14.66
Denmark,2016,14.76
Denmark,2017,13.03
Denmark,2022,12.51
Denmark,2023,12.44
Djibouti,2002,15.25
Djibouti,2012,17.07
Djibouti,2013,16.29
Djibouti,2017,15.73
Djibouti,2022,15.73
Djibouti,2023,15.73
Dominica,1980,23.75
Dominica,1981,23.64
Dominica,1982,23.53
Dominica,1983,23.42
Dominica,1984,23.31
Dominica,1985,23.19
Dominica,1986,23.07
Dominica,1987,22.95
Dominica,1988,22.83
Dominica,1989,22.71
Dominica,1990,22.58
Dominica,1991,22.57
Dominica,1992,22.55
Dominica,1993,22.54
Dominica,1994,22.53
Dominica,1995,22.52
Dominica,1996,22.51
Dominica,1997,22.5
Dominica,1998,22.49
Dominica,1999,22.48
Dominica,2000,22.47
Dominica,2001,22.31
Dominica,2002,22.16
Dominica,2003,22.02
Dominica,2004,21.89
Dominica,2005,21.76
Dominica,2006,21.64
Dominica,2007,21.53
Dominica,2008,21.42
Dominica,2009,21.31
Dominica,2010,21.21
Dominica,2011,21.2
Dominica,2012,21.2
Dominica,2013,21.2
Dominica,2014,21.2
Dominica,2015,21.19
Dominica,2016,21.19
Dominica,2017,21.19
Dominica,2018,21.18
Dominica,2019,21.18
Dominica,2020,21.2
Dominica,2021,21.2
Dominica,2022,21.2
Dominica,2023,21.2
Dominican Republic,2013,19.45
Dominican Republic,2014,19.96
Dominican Republic,2015,20.57
Dominican Republic,2016,24.17
Dominican Republic,2017,19.05
Dominican Republic,2018,25.42
Dominican Republic,2021,16.04
Dominican Republic,2022,15.18
Dominican Republic,2023,15.18
East Africa (WID),1980,26.98
East Africa (WID),1981,26.93
East Africa (WID),1982,27
East Africa (WID),1983,26.62
East Africa (WID),1984,26.64
East Africa (WID),1985,26.94
East Africa (WID),1986,27.9
East Africa (WID),1987,27.27
East Africa (WID),1988,27.58
East Africa (WID),1989,27.05
East Africa (WID),1990,27.13
East Africa (WID),1991,26.86
East Africa (WID),1992,26.44
East Africa (WID),1993,26.27
East Africa (WID),1994,26.42
East Africa (WID),1995,26.48
East Africa (WID),1996,26.31
East Africa (WID),1997,24.6
East Africa (WID),1998,23.62
East Africa (WID),1999,22.92
East Africa (WID),2000,22.56
East Africa (WID),2001,22.51
East Africa (WID),2002,22.84
East Africa (WID),2003,22.58
East Africa (WID),2004,22.35
East Africa (WID),2005,22.39
East Africa (WID),2006,22.35
East Africa (WID),2007,22.02
East Africa (WID),2008,21.51
East Africa (WID),2009,21.12
East Africa (WID),2010,20.76
East Africa (WID),2011,20.29
East Africa (WID),2012,19.89
East Africa (WID),2013,19.84
East Africa (WID),2014,20.08
East Africa (WID),2015,19.64
East Africa (WID),2016,19.12
East Africa (WID),2017,18.88
East Africa (WID),2018,18.48
East Africa (WID),2019,18.2
East Africa (WID),2020,17.92
East Africa (WID),2021,19.03
East Africa (WID),2022,19.1
East Africa (WID),2023,19.03
East Asia (WID),1820,16.41
East Asia (WID),1850,17.59
East Asia (WID),1880,17.8
East Asia (WID),1900,18.74
East Asia (WID),1910,22.98
East Asia (WID),1920,21.93
East Asia (WID),1930,21.16
East Asia (WID),1940,21.92
East Asia (WID),1950,12.27
East Asia (WID),1960,13.74
East Asia (WID),1970,17.92
East Asia (WID),1980,20.19
East Asia (WID),1981,19.61
East Asia (WID),1982,19.99
East Asia (WID),1983,19.75
East Asia (WID),1984,19.58
East Asia (WID),1985,20.07
East Asia (WID),1986,21.14
East Asia (WID),1987,21.52
East Asia (WID),1988,21.53
East Asia (WID),1989,23.68
East Asia (WID),1990,23.8
East Asia (WID),1991,22.62
East Asia (WID),1992,20.5
East Asia (WID),1993,19.95
East Asia (WID),1994,19.59
East Asia (WID),1995,19.93
East Asia (WID),1996,19.96
East Asia (WID),1997,20.67
East Asia (WID),1998,19.78
East Asia (WID),1999,20.08
East Asia (WID),2000,20.58
East Asia (WID),2001,21.5
East Asia (WID),2002,22.46
East Asia (WID),2003,22.48
East Asia (WID),2004,21.35
East Asia (WID),2005,21.94
East Asia (WID),2006,21.76
East Asia (WID),2007,22.81
East Asia (WID),2008,19.65
East Asia (WID),2009,20.47
East Asia (WID),2010,20.09
East Asia (WID),2011,19.04
East Asia (WID),2012,18.99
East Asia (WID),2013,17.83
East Asia (WID),2014,20.65
East Asia (WID),2015,18.43
East Asia (WID),2016,18.42
East Asia (WID),2017,19.02
East Asia (WID),2018,20.16
East Asia (WID),2019,18.53
East Asia (WID),2020,17.93
East Asia (WID),2021,17.87
East Asia (WID),2022,18.13
East Asia (WID),2023,17.79
East Germany,1980,2.54
East Germany,1981,2.73
East Germany,1982,2.92
East Germany,1983,3.12
East Germany,1984,3.3
East Germany,1985,3.49
East Germany,1986,3.58
East Germany,1987,3.68
East Germany,1988,3.78
East Germany,1989,3.78
East Germany,1990,3.78
East Timor,2001,17.36
East Timor,2007,14.28
East Timor,2014,14.98
East Timor,2022,14.89
East Timor,2023,15.03
Eastern Europe (WID),1820,19.02
Eastern Europe (WID),1850,19.46
Eastern Europe (WID),1880,19.22
Eastern Europe (WID),1900,22.94
Eastern Europe (WID),1910,22.37
Eastern Europe (WID),1920,12.7
Eastern Europe (WID),1930,10.21
Eastern Europe (WID),1940,9.49
Eastern Europe (WID),1950,8.36
Eastern Europe (WID),1960,7.56
Eastern Europe (WID),1970,6.78
Eastern Europe (WID),1980,5.51
Eastern Europe (WID),1981,5.62
Eastern Europe (WID),1982,5.7
Eastern Europe (WID),1983,5.69
Eastern Europe (WID),1984,5.75
Eastern Europe (WID),1985,5.67
Eastern Europe (WID),1986,5.67
Eastern Europe (WID),1987,5.69
Eastern Europe (WID),1988,5.72
Eastern Europe (WID),1989,6.03
